product_id	shop_id	price_strength_level	product_strength_score	coupon_after_price	is_warn	warn_type	data_dt	dt
prod_1167	shop_002	较差	54	269.97	是	低价格力	2025-01-02	2025-01-02
prod_1202	shop_002	良好	97	570.71	否		2025-01-02	2025-01-02
prod_1145	shop_002	较差	98	56.14	是	低价格力	2025-01-02	2025-01-02
prod_1099	shop_002	优秀	58	171.3	否		2025-01-02	2025-01-02
prod_1480	shop_003	良好	81	515.05	否		2025-01-02	2025-01-02
prod_1266	shop_001	优秀	54	516.11	否		2025-01-02	2025-01-02
prod_1450	shop_003	良好	53	228.26	否		2025-01-02	2025-01-02
prod_1210	shop_001	优秀	85	616.05	否		2025-01-02	2025-01-02
prod_1385	shop_001	优秀	54	556.62	否		2025-01-02	2025-01-02
prod_1020	shop_003	优秀	96	532.05	否		2025-01-02	2025-01-02
prod_1498	shop_003	较差	100	619.13	是	低价格力	2025-01-02	2025-01-02
prod_1200	shop_003	优秀	84	335.57	否		2025-01-02	2025-01-02
prod_1393	shop_003	优秀	72	385.86	否		2025-01-02	2025-01-02
prod_1342	shop_001	优秀	78	338.34	否		2025-01-02	2025-01-02
prod_1257	shop_001	较差	83	124.17	是	低价格力	2025-01-02	2025-01-02
prod_1016	shop_002	较差	95	502.57	是	低价格力	2025-01-02	2025-01-02
prod_1009	shop_003	良好	72	339.08	否		2025-01-02	2025-01-02
prod_1121	shop_002	良好	99	245.44	否		2025-01-02	2025-01-02
prod_1277	shop_003	优秀	79	231.13	否		2025-01-02	2025-01-02
prod_1018	shop_002	良好	68	522.1	否		2025-01-02	2025-01-02
prod_1249	shop_002	优秀	83	573.13	否		2025-01-02	2025-01-02
prod_1065	shop_001	优秀	90	344.81	否		2025-01-02	2025-01-02
prod_1104	shop_001	优秀	51	248.76	否		2025-01-02	2025-01-02
prod_1281	shop_001	优秀	85	198.59	否		2025-01-02	2025-01-02
prod_1345	shop_001	优秀	78	534.32	否		2025-01-02	2025-01-02
prod_1199	shop_001	较差	52	728.59	是	低价格力	2025-01-02	2025-01-02
prod_1156	shop_001	较差	75	489.98	是	低价格力	2025-01-02	2025-01-02
prod_1220	shop_002	良好	76	299.0	否		2025-01-02	2025-01-02
prod_1427	shop_002	优秀	68	783.2	否		2025-01-02	2025-01-02
prod_1089	shop_001	良好	92	729.47	否		2025-01-02	2025-01-02
prod_1063	shop_002	优秀	80	505.03	否		2025-01-02	2025-01-02
prod_1413	shop_002	良好	84	167.86	否		2025-01-02	2025-01-02
prod_1236	shop_003	优秀	69	410.13	否		2025-01-02	2025-01-02
prod_1462	shop_002	良好	85	159.96	否		2025-01-02	2025-01-02
prod_1382	shop_001	较差	53	725.76	是	低价格力	2025-01-02	2025-01-02
prod_1075	shop_002	优秀	57	413.15	否		2025-01-02	2025-01-02
prod_1381	shop_003	优秀	81	300.18	否		2025-01-02	2025-01-02
prod_1289	shop_001	较差	88	734.94	是	低价格力	2025-01-02	2025-01-02
prod_1014	shop_002	较差	68	669.05	是	低价格力	2025-01-02	2025-01-02
prod_1491	shop_003	较差	60	219.5	是	低价格力	2025-01-02	2025-01-02
prod_1102	shop_003	优秀	86	189.52	否		2025-01-02	2025-01-02
prod_1062	shop_002	优秀	65	621.48	否		2025-01-02	2025-01-02
prod_1192	shop_001	较差	94	129.13	是	低价格力	2025-01-02	2025-01-02
prod_1114	shop_001	良好	59	488.3	否		2025-01-02	2025-01-02
prod_1032	shop_003	较差	94	19.96	是	低价格力	2025-01-02	2025-01-02
prod_1483	shop_001	较差	80	530.54	是	低价格力	2025-01-02	2025-01-02
prod_1313	shop_001	较差	65	62.61	是	低价格力	2025-01-02	2025-01-02
prod_1470	shop_001	优秀	82	457.24	否		2025-01-02	2025-01-02
prod_1190	shop_003	良好	89	53.39	否		2025-01-02	2025-01-02
prod_1358	shop_003	优秀	61	518.48	否		2025-01-02	2025-01-02
prod_1178	shop_003	优秀	64	757.5	否		2025-01-02	2025-01-02
prod_1308	shop_003	良好	94	610.08	否		2025-01-02	2025-01-02
prod_1128	shop_001	优秀	97	320.12	否		2025-01-02	2025-01-02
prod_1329	shop_003	良好	73	136.76	否		2025-01-02	2025-01-02
prod_1048	shop_001	良好	100	710.34	否		2025-01-02	2025-01-02
prod_1004	shop_002	良好	89	191.68	否		2025-01-03	2025-01-03
prod_1261	shop_002	较差	57	339.77	是	低价格力	2025-01-03	2025-01-03
prod_1111	shop_001	优秀	79	463.21	否		2025-01-03	2025-01-03
prod_1313	shop_003	较差	50	156.49	是	低价格力	2025-01-03	2025-01-03
prod_1311	shop_003	较差	98	644.54	是	低价格力	2025-01-03	2025-01-03
prod_1433	shop_003	良好	74	430.6	否		2025-01-03	2025-01-03
prod_1192	shop_001	较差	88	89.32	是	低价格力	2025-01-03	2025-01-03
prod_1103	shop_002	优秀	55	697.45	否		2025-01-03	2025-01-03
prod_1054	shop_003	优秀	59	522.78	否		2025-01-03	2025-01-03
prod_1182	shop_002	优秀	60	51.61	否		2025-01-03	2025-01-03
prod_1045	shop_002	良好	55	183.98	否		2025-01-03	2025-01-03
prod_1236	shop_001	较差	72	173.8	是	低价格力	2025-01-03	2025-01-03
prod_1424	shop_003	较差	80	484.18	是	低价格力	2025-01-03	2025-01-03
prod_1378	shop_002	良好	85	624.65	否		2025-01-03	2025-01-03
prod_1177	shop_001	较差	77	114.16	是	低价格力	2025-01-03	2025-01-03
prod_1340	shop_001	较差	92	613.97	是	低价格力	2025-01-03	2025-01-03
prod_1010	shop_003	良好	53	767.1	否		2025-01-03	2025-01-03
prod_1204	shop_001	较差	69	480.34	是	低价格力	2025-01-03	2025-01-03
prod_1327	shop_003	较差	62	501.68	是	低价格力	2025-01-03	2025-01-03
prod_1181	shop_002	良好	90	565.77	否		2025-01-03	2025-01-03
prod_1499	shop_002	较差	77	416.4	是	低价格力	2025-01-03	2025-01-03
prod_1417	shop_001	良好	57	663.57	否		2025-01-03	2025-01-03
prod_1094	shop_001	优秀	63	452.83	否		2025-01-03	2025-01-03
prod_1377	shop_002	较差	96	66.88	是	低价格力	2025-01-03	2025-01-03
prod_1066	shop_003	良好	98	700.09	否		2025-01-03	2025-01-03
prod_1100	shop_002	优秀	84	31.17	否		2025-01-03	2025-01-03
prod_1374	shop_002	优秀	66	541.99	否		2025-01-03	2025-01-03
prod_1218	shop_002	较差	93	257.67	是	低价格力	2025-01-03	2025-01-03
prod_1295	shop_002	较差	99	54.16	是	低价格力	2025-01-03	2025-01-03
prod_1202	shop_003	优秀	89	477.59	否		2025-01-03	2025-01-03
prod_1272	shop_001	良好	89	237.71	否		2025-01-03	2025-01-03
prod_1064	shop_003	较差	58	170.43	是	低价格力	2025-01-03	2025-01-03
prod_1146	shop_003	良好	78	746.53	否		2025-01-03	2025-01-03
prod_1155	shop_001	良好	58	22.46	否		2025-01-03	2025-01-03
prod_1141	shop_001	优秀	87	221.65	否		2025-01-03	2025-01-03
prod_1203	shop_001	良好	55	359.99	否		2025-01-03	2025-01-03
prod_1237	shop_001	优秀	57	144.11	否		2025-01-03	2025-01-03
prod_1037	shop_001	较差	100	500.4	是	低价格力	2025-01-03	2025-01-03
prod_1190	shop_002	优秀	82	557.11	否		2025-01-03	2025-01-03
prod_1465	shop_003	较差	91	774.85	是	低价格力	2025-01-03	2025-01-03
prod_1386	shop_001	较差	51	424.73	是	低价格力	2025-01-03	2025-01-03
prod_1241	shop_003	良好	78	612.27	否		2025-01-03	2025-01-03
prod_1391	shop_002	良好	100	69.61	否		2025-01-03	2025-01-03
prod_1410	shop_003	优秀	56	286.9	否		2025-01-03	2025-01-03
prod_1442	shop_002	优秀	66	763.97	否		2025-01-03	2025-01-03
prod_1472	shop_003	良好	92	758.53	否		2025-01-03	2025-01-03
prod_1407	shop_003	良好	74	649.49	否		2025-01-03	2025-01-03
prod_1432	shop_001	较差	98	89.14	是	低价格力	2025-01-03	2025-01-03
prod_1376	shop_001	优秀	64	10.7	否		2025-01-03	2025-01-03
prod_1249	shop_002	良好	61	686.93	否		2025-01-03	2025-01-03
prod_1486	shop_003	优秀	64	617.73	否		2025-01-03	2025-01-03
prod_1172	shop_001	良好	51	692.48	否		2025-01-03	2025-01-03
prod_1479	shop_003	优秀	100	575.13	否		2025-01-03	2025-01-03
prod_1253	shop_003	优秀	88	364.66	否		2025-01-03	2025-01-03
prod_1476	shop_001	良好	52	375.35	否		2025-01-03	2025-01-03
prod_1265	shop_001	良好	82	114.41	否		2025-01-03	2025-01-03
prod_1460	shop_002	良好	67	270.68	否		2025-01-03	2025-01-03
prod_1297	shop_001	良好	79	240.07	否		2025-01-03	2025-01-03
prod_1300	shop_001	良好	85	552.99	否		2025-01-03	2025-01-03
prod_1200	shop_002	较差	80	147.62	是	低价格力	2025-01-03	2025-01-03
prod_1068	shop_003	优秀	94	606.69	否		2025-01-04	2025-01-04
prod_1466	shop_003	较差	68	92.85	是	低价格力	2025-01-04	2025-01-04
prod_1299	shop_003	优秀	78	761.85	否		2025-01-04	2025-01-04
prod_1248	shop_002	良好	68	508.59	否		2025-01-04	2025-01-04
prod_1289	shop_003	良好	77	96.93	否		2025-01-04	2025-01-04
prod_1158	shop_002	优秀	99	31.02	否		2025-01-04	2025-01-04
prod_1357	shop_002	较差	100	724.13	是	低价格力	2025-01-04	2025-01-04
prod_1115	shop_002	优秀	67	638.68	否		2025-01-04	2025-01-04
prod_1047	shop_003	较差	62	33.82	是	低价格力	2025-01-04	2025-01-04
prod_1076	shop_003	较差	57	168.44	是	低价格力	2025-01-04	2025-01-04
prod_1154	shop_001	较差	74	752.11	是	低价格力	2025-01-04	2025-01-04
prod_1039	shop_001	优秀	57	570.06	否		2025-01-04	2025-01-04
prod_1325	shop_001	较差	87	222.0	是	低价格力	2025-01-04	2025-01-04
prod_1338	shop_001	较差	67	234.62	是	低价格力	2025-01-04	2025-01-04
prod_1279	shop_001	优秀	94	42.75	否		2025-01-04	2025-01-04
prod_1467	shop_001	良好	95	156.76	否		2025-01-04	2025-01-04
prod_1146	shop_002	较差	92	344.87	是	低价格力	2025-01-04	2025-01-04
prod_1203	shop_001	优秀	69	238.99	否		2025-01-04	2025-01-04
prod_1017	shop_002	优秀	62	179.14	否		2025-01-04	2025-01-04
prod_1096	shop_002	优秀	99	115.55	否		2025-01-04	2025-01-04
prod_1362	shop_003	良好	87	616.5	否		2025-01-04	2025-01-04
prod_1486	shop_002	优秀	50	455.39	否		2025-01-04	2025-01-04
prod_1374	shop_003	较差	53	69.29	是	低价格力	2025-01-04	2025-01-04
prod_1099	shop_001	良好	80	110.45	否		2025-01-04	2025-01-04
prod_1171	shop_002	较差	76	299.47	是	低价格力	2025-01-04	2025-01-04
prod_1182	shop_003	优秀	81	734.59	否		2025-01-04	2025-01-04
prod_1313	shop_002	较差	100	190.75	是	低价格力	2025-01-04	2025-01-04
prod_1472	shop_002	良好	86	704.32	否		2025-01-04	2025-01-04
prod_1131	shop_003	较差	96	623.63	是	低价格力	2025-01-04	2025-01-04
prod_1226	shop_003	较差	83	361.13	是	低价格力	2025-01-04	2025-01-04
prod_1148	shop_001	较差	87	463.06	是	低价格力	2025-01-04	2025-01-04
prod_1309	shop_002	较差	78	454.4	是	低价格力	2025-01-04	2025-01-04
prod_1345	shop_001	良好	54	294.16	否		2025-01-04	2025-01-04
prod_1432	shop_002	良好	72	773.94	否		2025-01-04	2025-01-04
prod_1156	shop_003	较差	96	797.73	是	低价格力	2025-01-04	2025-01-04
prod_1153	shop_002	较差	51	678.23	是	低价格力	2025-01-04	2025-01-04
prod_1211	shop_001	良好	91	96.64	否		2025-01-04	2025-01-04
prod_1333	shop_002	良好	80	122.49	否		2025-01-04	2025-01-04
prod_1382	shop_002	较差	86	98.86	是	低价格力	2025-01-04	2025-01-04
prod_1379	shop_003	良好	52	88.57	否		2025-01-04	2025-01-04
prod_1261	shop_003	较差	73	269.49	是	低价格力	2025-01-04	2025-01-04
prod_1287	shop_002	良好	82	387.48	否		2025-01-04	2025-01-04
prod_1111	shop_002	良好	84	176.88	否		2025-01-04	2025-01-04
prod_1003	shop_003	优秀	96	312.75	否		2025-01-04	2025-01-04
prod_1084	shop_002	优秀	69	28.65	否		2025-01-04	2025-01-04
prod_1069	shop_003	较差	76	554.59	是	低价格力	2025-01-04	2025-01-04
prod_1422	shop_003	良好	89	375.03	否		2025-01-04	2025-01-04
prod_1170	shop_003	优秀	59	338.91	否		2025-01-04	2025-01-04
prod_1085	shop_001	优秀	86	536.84	否		2025-01-04	2025-01-04
prod_1033	shop_003	优秀	67	568.06	否		2025-01-04	2025-01-04
prod_1021	shop_002	优秀	93	31.91	否		2025-01-04	2025-01-04
prod_1320	shop_001	优秀	69	249.25	否		2025-01-04	2025-01-04
prod_1087	shop_003	较差	85	704.89	是	低价格力	2025-01-04	2025-01-04
prod_1208	shop_001	良好	90	159.67	否		2025-01-04	2025-01-04
prod_1177	shop_002	较差	78	373.27	是	低价格力	2025-01-04	2025-01-04
prod_1444	shop_003	较差	96	11.88	是	低价格力	2025-01-04	2025-01-04
prod_1412	shop_001	较差	68	235.3	是	低价格力	2025-01-04	2025-01-04
prod_1181	shop_003	较差	83	118.74	是	低价格力	2025-01-04	2025-01-04
prod_1012	shop_001	较差	71	105.28	是	低价格力	2025-01-04	2025-01-04
prod_1402	shop_001	优秀	51	376.97	否		2025-01-04	2025-01-04
prod_1067	shop_001	优秀	63	108.82	否		2025-01-05	2025-01-05
prod_1390	shop_003	良好	51	559.92	否		2025-01-05	2025-01-05
prod_1386	shop_002	优秀	51	243.08	否		2025-01-05	2025-01-05
prod_1451	shop_003	较差	69	97.67	是	低价格力	2025-01-05	2025-01-05
prod_1351	shop_003	优秀	61	279.04	否		2025-01-05	2025-01-05
prod_1186	shop_003	较差	50	246.73	是	低价格力	2025-01-05	2025-01-05
prod_1159	shop_002	良好	94	733.95	否		2025-01-05	2025-01-05
prod_1262	shop_002	较差	54	131.12	是	低价格力	2025-01-05	2025-01-05
prod_1398	shop_002	优秀	87	252.28	否		2025-01-05	2025-01-05
prod_1190	shop_003	优秀	99	440.72	否		2025-01-05	2025-01-05
prod_1261	shop_003	良好	69	267.29	否		2025-01-05	2025-01-05
prod_1315	shop_002	优秀	70	666.14	否		2025-01-05	2025-01-05
prod_1011	shop_001	较差	96	119.05	是	低价格力	2025-01-05	2025-01-05
prod_1458	shop_002	良好	51	484.6	否		2025-01-05	2025-01-05
prod_1293	shop_002	良好	62	134.46	否		2025-01-05	2025-01-05
prod_1423	shop_003	良好	84	345.87	否		2025-01-05	2025-01-05
prod_1042	shop_001	优秀	89	535.49	否		2025-01-05	2025-01-05
prod_1434	shop_001	优秀	82	75.51	否		2025-01-05	2025-01-05
prod_1358	shop_001	较差	84	742.67	是	低价格力	2025-01-05	2025-01-05
prod_1162	shop_002	较差	100	495.3	是	低价格力	2025-01-05	2025-01-05
prod_1009	shop_003	优秀	94	434.01	否		2025-01-05	2025-01-05
prod_1195	shop_002	较差	54	613.42	是	低价格力	2025-01-05	2025-01-05
prod_1219	shop_002	较差	86	753.29	是	低价格力	2025-01-05	2025-01-05
prod_1063	shop_003	良好	65	50.65	否		2025-01-05	2025-01-05
prod_1483	shop_001	良好	74	287.16	否		2025-01-05	2025-01-05
prod_1010	shop_003	较差	71	21.17	是	低价格力	2025-01-05	2025-01-05
prod_1300	shop_002	较差	99	184.15	是	低价格力	2025-01-05	2025-01-05
prod_1285	shop_003	优秀	55	68.2	否		2025-01-05	2025-01-05
prod_1313	shop_002	优秀	68	725.18	否		2025-01-05	2025-01-05
prod_1122	shop_002	良好	52	214.55	否		2025-01-05	2025-01-05
prod_1015	shop_001	较差	71	617.05	是	低价格力	2025-01-05	2025-01-05
prod_1191	shop_002	优秀	59	570.16	否		2025-01-05	2025-01-05
prod_1095	shop_003	较差	88	292.76	是	低价格力	2025-01-05	2025-01-05
prod_1114	shop_001	较差	87	97.48	是	低价格力	2025-01-05	2025-01-05
prod_1069	shop_001	较差	56	163.38	是	低价格力	2025-01-05	2025-01-05
prod_1402	shop_001	良好	94	320.32	否		2025-01-05	2025-01-05
prod_1097	shop_002	优秀	80	97.75	否		2025-01-05	2025-01-05
prod_1497	shop_003	良好	68	338.43	否		2025-01-05	2025-01-05
prod_1092	shop_003	良好	68	487.58	否		2025-01-05	2025-01-05
prod_1310	shop_003	良好	63	595.21	否		2025-01-05	2025-01-05
prod_1154	shop_002	较差	82	368.56	是	低价格力	2025-01-05	2025-01-05
prod_1208	shop_003	较差	96	236.94	是	低价格力	2025-01-05	2025-01-05
prod_1022	shop_001	良好	97	689.28	否		2025-01-05	2025-01-05
prod_1222	shop_003	良好	86	446.22	否		2025-01-05	2025-01-05
prod_1411	shop_002	优秀	73	89.24	否		2025-01-05	2025-01-05
prod_1242	shop_002	良好	56	184.62	否		2025-01-05	2025-01-05
prod_1407	shop_001	较差	96	589.04	是	低价格力	2025-01-05	2025-01-05
prod_1075	shop_001	良好	97	524.2	否		2025-01-05	2025-01-05
prod_1080	shop_001	优秀	79	361.84	否		2025-01-05	2025-01-05
prod_1442	shop_002	良好	96	370.14	否		2025-01-05	2025-01-05
prod_1036	shop_002	优秀	50	26.38	否		2025-01-05	2025-01-05
prod_1230	shop_002	较差	84	253.49	是	低价格力	2025-01-05	2025-01-05
prod_1247	shop_003	良好	80	111.98	否		2025-01-05	2025-01-05
prod_1212	shop_003	优秀	57	404.4	否		2025-01-05	2025-01-05
prod_1206	shop_003	优秀	68	23.77	否		2025-01-05	2025-01-05
prod_1400	shop_002	较差	95	366.47	是	低价格力	2025-01-05	2025-01-05
prod_1307	shop_001	优秀	78	227.14	否		2025-01-05	2025-01-05
prod_1071	shop_002	优秀	78	796.11	否		2025-01-05	2025-01-05
prod_1058	shop_001	优秀	54	529.46	否		2025-01-05	2025-01-05
prod_1336	shop_001	优秀	85	504.79	否		2025-01-05	2025-01-05
prod_1131	shop_002	良好	68	779.6	否		2025-01-06	2025-01-06
prod_1185	shop_002	较差	94	297.86	是	低价格力	2025-01-06	2025-01-06
prod_1105	shop_001	优秀	59	257.33	否		2025-01-06	2025-01-06
prod_1311	shop_001	较差	87	393.99	是	低价格力	2025-01-06	2025-01-06
prod_1020	shop_001	良好	58	516.79	否		2025-01-06	2025-01-06
prod_1085	shop_001	优秀	52	52.47	否		2025-01-06	2025-01-06
prod_1360	shop_001	良好	95	709.18	否		2025-01-06	2025-01-06
prod_1451	shop_002	优秀	77	37.14	否		2025-01-06	2025-01-06
prod_1027	shop_001	优秀	63	72.86	否		2025-01-06	2025-01-06
prod_1143	shop_001	良好	59	182.12	否		2025-01-06	2025-01-06
prod_1482	shop_003	良好	94	525.91	否		2025-01-06	2025-01-06
prod_1403	shop_001	优秀	59	12.57	否		2025-01-06	2025-01-06
prod_1234	shop_001	较差	70	340.16	是	低价格力	2025-01-06	2025-01-06
prod_1393	shop_002	良好	67	163.67	否		2025-01-06	2025-01-06
prod_1124	shop_002	良好	55	448.83	否		2025-01-06	2025-01-06
prod_1200	shop_003	优秀	54	380.96	否		2025-01-06	2025-01-06
prod_1175	shop_002	良好	64	66.96	否		2025-01-06	2025-01-06
prod_1095	shop_003	较差	76	650.6	是	低价格力	2025-01-06	2025-01-06
prod_1495	shop_003	较差	77	407.78	是	低价格力	2025-01-06	2025-01-06
prod_1475	shop_003	良好	70	194.58	否		2025-01-06	2025-01-06
prod_1476	shop_001	优秀	56	156.11	否		2025-01-06	2025-01-06
prod_1336	shop_001	优秀	80	568.31	否		2025-01-06	2025-01-06
prod_1329	shop_001	优秀	70	223.35	否		2025-01-06	2025-01-06
prod_1119	shop_001	较差	65	75.54	是	低价格力	2025-01-06	2025-01-06
prod_1294	shop_001	优秀	96	103.8	否		2025-01-06	2025-01-06
prod_1427	shop_002	良好	90	342.35	否		2025-01-06	2025-01-06
prod_1315	shop_001	较差	66	710.16	是	低价格力	2025-01-06	2025-01-06
prod_1073	shop_003	良好	99	184.54	否		2025-01-06	2025-01-06
prod_1435	shop_001	良好	68	221.25	否		2025-01-06	2025-01-06
prod_1265	shop_003	优秀	99	564.69	否		2025-01-06	2025-01-06
prod_1496	shop_003	较差	75	325.17	是	低价格力	2025-01-06	2025-01-06
prod_1437	shop_001	优秀	53	684.5	否		2025-01-06	2025-01-06
prod_1079	shop_002	优秀	83	389.49	否		2025-01-06	2025-01-06
prod_1261	shop_003	良好	83	675.94	否		2025-01-06	2025-01-06
prod_1353	shop_001	良好	86	675.93	否		2025-01-06	2025-01-06
prod_1449	shop_002	较差	51	270.31	是	低价格力	2025-01-06	2025-01-06
prod_1135	shop_001	良好	89	499.38	否		2025-01-06	2025-01-06
prod_1493	shop_002	优秀	67	679.2	否		2025-01-06	2025-01-06
prod_1154	shop_001	良好	76	655.46	否		2025-01-06	2025-01-06
prod_1168	shop_002	良好	78	27.61	否		2025-01-06	2025-01-06
prod_1415	shop_003	良好	50	663.25	否		2025-01-06	2025-01-06
prod_1479	shop_002	良好	51	485.01	否		2025-01-06	2025-01-06
prod_1374	shop_002	较差	68	593.08	是	低价格力	2025-01-06	2025-01-06
prod_1069	shop_001	优秀	89	39.51	否		2025-01-06	2025-01-06
prod_1432	shop_003	优秀	62	596.53	否		2025-01-06	2025-01-06
prod_1238	shop_001	良好	89	97.88	否		2025-01-06	2025-01-06
prod_1207	shop_002	较差	83	233.75	是	低价格力	2025-01-06	2025-01-06
prod_1218	shop_003	较差	69	457.57	是	低价格力	2025-01-06	2025-01-06
prod_1174	shop_003	较差	88	196.34	是	低价格力	2025-01-06	2025-01-06
prod_1014	shop_003	优秀	78	205.77	否		2025-01-06	2025-01-06
prod_1404	shop_003	优秀	67	171.91	否		2025-01-06	2025-01-06
prod_1313	shop_001	优秀	98	67.11	否		2025-01-06	2025-01-06
prod_1083	shop_002	优秀	71	171.79	否		2025-01-06	2025-01-06
prod_1453	shop_003	良好	86	230.85	否		2025-01-06	2025-01-06
prod_1035	shop_003	较差	70	778.1	是	低价格力	2025-01-06	2025-01-06
prod_1242	shop_003	良好	52	420.79	否		2025-01-06	2025-01-06
prod_1029	shop_003	优秀	96	630.45	否		2025-01-06	2025-01-06
prod_1086	shop_003	优秀	58	586.68	否		2025-01-06	2025-01-06
prod_1121	shop_001	较差	52	52.01	是	低价格力	2025-01-06	2025-01-06
prod_1297	shop_003	良好	51	471.22	否		2025-01-06	2025-01-06
prod_1304	shop_002	良好	83	592.48	否		2025-01-07	2025-01-07
prod_1125	shop_001	较差	98	791.84	是	低价格力	2025-01-07	2025-01-07
prod_1105	shop_002	优秀	82	547.94	否		2025-01-07	2025-01-07
prod_1048	shop_003	较差	93	114.9	是	低价格力	2025-01-07	2025-01-07
prod_1100	shop_003	优秀	83	26.53	否		2025-01-07	2025-01-07
prod_1327	shop_002	较差	63	53.69	是	低价格力	2025-01-07	2025-01-07
