product_id	shop_id	search_word	visitor_count	data_dt	time_type	dt
prod_1178	shop_001	新款	2395	2025-01-01	week	2025-01-01
prod_1061	shop_001	网红款	2735	2025-01-01	week	2025-01-01
prod_1061	shop_001	正品	2145	2025-01-01	week	2025-01-01
prod_1061	shop_003	性价比	2926	2025-01-01	week	2025-01-01
prod_1236	shop_001	优惠	2130	2025-01-01	week	2025-01-01
prod_1236	shop_002	限量	1305	2025-01-01	week	2025-01-01
prod_1236	shop_003	轩妈家	1040	2025-01-01	week	2025-01-01
prod_1444	shop_002	新款	78	2025-01-01	week	2025-01-01
prod_1444	shop_003	网红款	467	2025-01-01	week	2025-01-01
prod_1444	shop_002	轩妈家	2141	2025-01-01	week	2025-01-01
prod_1212	shop_002	热销	1150	2025-01-01	week	2025-01-01
prod_1212	shop_001	轩妈家	2031	2025-01-01	week	2025-01-01
prod_1212	shop_003	网红款	396	2025-01-01	week	2025-01-01
prod_1281	shop_003	优惠	1995	2025-01-01	week	2025-01-01
prod_1281	shop_002	热销	563	2025-01-01	week	2025-01-01
prod_1281	shop_001	网红款	2053	2025-01-01	week	2025-01-01
prod_1076	shop_001	新款	713	2025-01-01	week	2025-01-01
prod_1076	shop_002	限量	2942	2025-01-01	week	2025-01-01
prod_1076	shop_001	热销	1948	2025-01-01	week	2025-01-01
prod_1146	shop_001	性价比	76	2025-01-01	week	2025-01-01
prod_1146	shop_003	限量	1712	2025-01-01	week	2025-01-01
prod_1146	shop_002	优惠	1531	2025-01-01	week	2025-01-01
prod_1201	shop_002	网红款	1991	2025-01-01	week	2025-01-01
prod_1201	shop_001	正品	631	2025-01-01	week	2025-01-01
prod_1201	shop_001	优惠	2081	2025-01-01	week	2025-01-01
prod_1134	shop_002	网红款	1690	2025-01-01	week	2025-01-01
prod_1134	shop_003	正品	2306	2025-01-01	week	2025-01-01
prod_1134	shop_001	新款	2176	2025-01-01	week	2025-01-01
prod_1185	shop_002	轩妈家	1089	2025-01-01	week	2025-01-01
prod_1185	shop_001	优惠	2056	2025-01-01	week	2025-01-01
prod_1185	shop_002	新款	2223	2025-01-01	week	2025-01-01
prod_1348	shop_001	限量	3000	2025-01-01	week	2025-01-01
prod_1348	shop_001	优惠	1384	2025-01-01	week	2025-01-01
prod_1348	shop_002	正品	695	2025-01-01	week	2025-01-01
prod_1225	shop_001	热销	181	2025-01-01	week	2025-01-01
prod_1225	shop_001	性价比	662	2025-01-01	week	2025-01-01
prod_1225	shop_001	网红款	2083	2025-01-01	week	2025-01-01
prod_1161	shop_002	新款	300	2025-01-01	week	2025-01-01
prod_1161	shop_001	限量	2679	2025-01-01	week	2025-01-01
prod_1161	shop_001	轩妈家	987	2025-01-01	week	2025-01-01
prod_1113	shop_001	网红款	2383	2025-01-01	week	2025-01-01
prod_1113	shop_001	轩妈家	964	2025-01-01	week	2025-01-01
prod_1113	shop_003	优惠	255	2025-01-01	week	2025-01-01
prod_1433	shop_003	正品	329	2025-01-01	week	2025-01-01
prod_1433	shop_001	优惠	119	2025-01-01	week	2025-01-01
prod_1433	shop_001	网红款	2001	2025-01-01	week	2025-01-01
prod_1470	shop_002	热销	368	2025-01-01	week	2025-01-01
prod_1470	shop_002	性价比	1856	2025-01-01	week	2025-01-01
prod_1470	shop_002	网红款	1031	2025-01-01	week	2025-01-01
prod_1341	shop_001	网红款	2845	2025-01-01	week	2025-01-01
prod_1341	shop_002	限量	789	2025-01-01	week	2025-01-01
prod_1341	shop_001	新款	1630	2025-01-01	week	2025-01-01
prod_1435	shop_002	网红款	2829	2025-01-01	week	2025-01-01
prod_1435	shop_001	轩妈家	1332	2025-01-01	week	2025-01-01
prod_1435	shop_003	优惠	1509	2025-01-01	week	2025-01-01
prod_1434	shop_001	正品	2157	2025-01-01	week	2025-01-01
prod_1434	shop_002	限量	2961	2025-01-01	week	2025-01-01
prod_1434	shop_001	优惠	2114	2025-01-01	week	2025-01-01
prod_1261	shop_001	轩妈家	463	2025-01-01	week	2025-01-01
prod_1261	shop_003	热销	841	2025-01-01	week	2025-01-01
prod_1261	shop_001	限量	2127	2025-01-01	week	2025-01-01
prod_1104	shop_001	热销	2614	2025-01-01	week	2025-01-01
prod_1104	shop_002	新款	111	2025-01-01	week	2025-01-01
prod_1104	shop_003	轩妈家	868	2025-01-01	week	2025-01-01
prod_1009	shop_002	性价比	1145	2025-01-01	week	2025-01-01
prod_1009	shop_001	正品	1092	2025-01-01	week	2025-01-01
prod_1009	shop_001	优惠	2298	2025-01-01	week	2025-01-01
prod_1232	shop_001	正品	2161	2025-01-01	week	2025-01-01
prod_1232	shop_003	热销	430	2025-01-01	week	2025-01-01
prod_1232	shop_001	优惠	2064	2025-01-01	week	2025-01-01
prod_1062	shop_002	性价比	160	2025-01-01	week	2025-01-01
prod_1062	shop_002	网红款	1624	2025-01-01	week	2025-01-01
prod_1062	shop_002	优惠	349	2025-01-01	week	2025-01-01
prod_1092	shop_003	轩妈家	1747	2025-01-01	week	2025-01-01
prod_1092	shop_003	性价比	1228	2025-01-01	week	2025-01-01
prod_1092	shop_003	限量	1166	2025-01-01	week	2025-01-01
prod_1094	shop_001	新款	2499	2025-01-01	week	2025-01-01
prod_1094	shop_001	性价比	549	2025-01-01	week	2025-01-01
prod_1094	shop_002	限量	1660	2025-01-01	week	2025-01-01
prod_1097	shop_003	轩妈家	2774	2025-01-01	week	2025-01-01
prod_1097	shop_003	限量	76	2025-01-01	week	2025-01-01
prod_1097	shop_001	正品	2137	2025-01-01	week	2025-01-01
prod_1047	shop_003	轩妈家	1679	2025-01-01	week	2025-01-01
prod_1047	shop_002	新款	2934	2025-01-01	week	2025-01-01
prod_1047	shop_003	限量	754	2025-01-01	week	2025-01-01
prod_1049	shop_001	轩妈家	2433	2025-01-01	week	2025-01-01
prod_1049	shop_003	限量	920	2025-01-01	week	2025-01-01
prod_1049	shop_003	热销	1683	2025-01-01	week	2025-01-01
prod_1347	shop_002	性价比	2499	2025-01-01	week	2025-01-01
prod_1347	shop_002	网红款	1637	2025-01-01	week	2025-01-01
prod_1347	shop_003	轩妈家	2706	2025-01-01	week	2025-01-01
prod_1337	shop_001	网红款	2009	2025-01-01	week	2025-01-01
prod_1337	shop_001	新款	75	2025-01-01	week	2025-01-01
prod_1337	shop_002	正品	2596	2025-01-01	week	2025-01-01
prod_1401	shop_002	热销	728	2025-01-01	month	2025-01-01
prod_1401	shop_003	优惠	2540	2025-01-01	month	2025-01-01
prod_1401	shop_002	正品	1876	2025-01-01	month	2025-01-01
prod_1396	shop_003	限量	2288	2025-01-01	month	2025-01-01
prod_1396	shop_001	性价比	383	2025-01-01	month	2025-01-01
prod_1396	shop_003	轩妈家	2173	2025-01-01	month	2025-01-01
prod_1475	shop_003	限量	348	2025-01-01	month	2025-01-01
prod_1475	shop_001	网红款	1462	2025-01-01	month	2025-01-01
prod_1475	shop_002	优惠	470	2025-01-01	month	2025-01-01
prod_1238	shop_001	限量	1473	2025-01-01	month	2025-01-01
prod_1238	shop_003	性价比	1137	2025-01-01	month	2025-01-01
prod_1238	shop_002	正品	2575	2025-01-01	month	2025-01-01
prod_1376	shop_001	网红款	1448	2025-01-01	month	2025-01-01
prod_1376	shop_003	新款	2815	2025-01-01	month	2025-01-01
prod_1376	shop_003	轩妈家	1509	2025-01-01	month	2025-01-01
prod_1096	shop_003	热销	85	2025-01-01	month	2025-01-01
prod_1096	shop_001	正品	2485	2025-01-01	month	2025-01-01
prod_1096	shop_002	优惠	1158	2025-01-01	month	2025-01-01
prod_1453	shop_003	热销	2833	2025-01-01	month	2025-01-01
prod_1453	shop_001	优惠	208	2025-01-01	month	2025-01-01
prod_1453	shop_001	限量	991	2025-01-01	month	2025-01-01
prod_1491	shop_003	热销	1321	2025-01-01	month	2025-01-01
prod_1491	shop_001	限量	1485	2025-01-01	month	2025-01-01
prod_1491	shop_001	优惠	618	2025-01-01	month	2025-01-01
prod_1026	shop_001	限量	1924	2025-01-01	month	2025-01-01
prod_1026	shop_003	轩妈家	539	2025-01-01	month	2025-01-01
prod_1026	shop_002	网红款	2437	2025-01-01	month	2025-01-01
prod_1454	shop_003	轩妈家	650	2025-01-01	month	2025-01-01
prod_1454	shop_002	热销	689	2025-01-01	month	2025-01-01
prod_1454	shop_003	网红款	2502	2025-01-01	month	2025-01-01
prod_1431	shop_002	优惠	2902	2025-01-01	month	2025-01-01
prod_1431	shop_003	热销	2092	2025-01-01	month	2025-01-01
prod_1431	shop_001	新款	394	2025-01-01	month	2025-01-01
prod_1278	shop_003	轩妈家	1991	2025-01-01	month	2025-01-01
prod_1278	shop_002	正品	989	2025-01-01	month	2025-01-01
prod_1278	shop_002	新款	744	2025-01-01	month	2025-01-01
prod_1296	shop_002	网红款	905	2025-01-01	month	2025-01-01
prod_1296	shop_001	轩妈家	1700	2025-01-01	month	2025-01-01
prod_1296	shop_001	性价比	2826	2025-01-01	month	2025-01-01
prod_1339	shop_002	正品	505	2025-01-01	month	2025-01-01
prod_1339	shop_003	性价比	1414	2025-01-01	month	2025-01-01
prod_1339	shop_003	新款	2669	2025-01-01	month	2025-01-01
prod_1408	shop_002	热销	1481	2025-01-01	month	2025-01-01
prod_1408	shop_002	性价比	177	2025-01-01	month	2025-01-01
prod_1408	shop_002	新款	2697	2025-01-01	month	2025-01-01
prod_1261	shop_003	正品	994	2025-01-01	month	2025-01-01
prod_1261	shop_002	网红款	2163	2025-01-01	month	2025-01-01
prod_1261	shop_001	性价比	1506	2025-01-01	month	2025-01-01
prod_1190	shop_001	优惠	1777	2025-01-01	month	2025-01-01
prod_1190	shop_003	性价比	2642	2025-01-01	month	2025-01-01
prod_1190	shop_001	轩妈家	2941	2025-01-01	month	2025-01-01
prod_1051	shop_001	轩妈家	1577	2025-01-01	month	2025-01-01
prod_1051	shop_002	性价比	2026	2025-01-01	month	2025-01-01
prod_1051	shop_001	网红款	1884	2025-01-01	month	2025-01-01
prod_1460	shop_002	热销	1748	2025-01-01	month	2025-01-01
prod_1460	shop_002	网红款	1501	2025-01-01	month	2025-01-01
prod_1460	shop_001	轩妈家	2846	2025-01-01	month	2025-01-01
prod_1082	shop_001	网红款	630	2025-01-01	month	2025-01-01
prod_1082	shop_001	正品	1983	2025-01-01	month	2025-01-01
prod_1082	shop_001	轩妈家	2601	2025-01-01	month	2025-01-01
prod_1160	shop_003	优惠	860	2025-01-01	month	2025-01-01
prod_1160	shop_003	热销	1147	2025-01-01	month	2025-01-01
prod_1160	shop_003	轩妈家	740	2025-01-01	month	2025-01-01
prod_1267	shop_003	正品	2779	2025-01-01	month	2025-01-01
prod_1267	shop_002	网红款	2514	2025-01-01	month	2025-01-01
prod_1267	shop_001	新款	2483	2025-01-01	month	2025-01-01
prod_1277	shop_003	轩妈家	76	2025-01-01	month	2025-01-01
prod_1277	shop_002	热销	77	2025-01-01	month	2025-01-01
prod_1277	shop_003	优惠	2217	2025-01-01	month	2025-01-01
prod_1328	shop_003	新款	633	2025-01-01	month	2025-01-01
prod_1328	shop_003	性价比	1404	2025-01-01	month	2025-01-01
prod_1328	shop_001	热销	1204	2025-01-01	month	2025-01-01
prod_1404	shop_002	新款	2403	2025-01-01	month	2025-01-01
prod_1404	shop_001	正品	1989	2025-01-01	month	2025-01-01
prod_1404	shop_003	轩妈家	1857	2025-01-01	month	2025-01-01
prod_1302	shop_002	新款	2837	2025-01-01	month	2025-01-01
prod_1302	shop_002	性价比	2199	2025-01-01	month	2025-01-01
prod_1302	shop_001	轩妈家	2458	2025-01-01	month	2025-01-01
prod_1470	shop_001	优惠	2260	2025-01-01	month	2025-01-01
prod_1470	shop_001	新款	1713	2025-01-01	month	2025-01-01
prod_1470	shop_002	限量	1047	2025-01-01	month	2025-01-01
prod_1132	shop_001	轩妈家	1700	2025-01-01	month	2025-01-01
prod_1132	shop_003	网红款	1338	2025-01-01	month	2025-01-01
prod_1132	shop_001	限量	2527	2025-01-01	month	2025-01-01
prod_1034	shop_001	网红款	1609	2025-01-01	month	2025-01-01
prod_1034	shop_002	限量	2818	2025-01-01	month	2025-01-01
prod_1034	shop_002	优惠	2679	2025-01-01	month	2025-01-01
prod_1028	shop_001	限量	927	2025-01-01	month	2025-01-01
prod_1028	shop_003	新款	945	2025-01-01	month	2025-01-01
prod_1028	shop_002	网红款	1211	2025-01-01	month	2025-01-01
prod_1405	shop_001	性价比	2650	2025-01-01	month	2025-01-01
prod_1405	shop_002	网红款	1865	2025-01-01	month	2025-01-01
prod_1405	shop_002	优惠	2084	2025-01-01	month	2025-01-01
prod_1232	shop_001	新款	1071	2025-01-01	month	2025-01-01
prod_1232	shop_002	正品	355	2025-01-01	month	2025-01-01
prod_1232	shop_001	优惠	1845	2025-01-01	month	2025-01-01
prod_1471	shop_002	性价比	2448	2025-01-01	month	2025-01-01
prod_1471	shop_001	新款	1844	2025-01-01	month	2025-01-01
prod_1471	shop_001	网红款	1233	2025-01-01	month	2025-01-01
prod_1393	shop_002	性价比	645	2025-01-01	month	2025-01-01
prod_1393	shop_003	新款	1551	2025-01-01	month	2025-01-01
prod_1393	shop_001	限量	2998	2025-01-01	month	2025-01-01
prod_1371	shop_002	热销	1064	2025-01-01	month	2025-01-01
prod_1371	shop_001	限量	2385	2025-01-01	month	2025-01-01
prod_1371	shop_001	网红款	2311	2025-01-01	month	2025-01-01
prod_1111	shop_001	热销	2208	2025-01-01	month	2025-01-01
prod_1111	shop_001	新款	2862	2025-01-01	month	2025-01-01
prod_1111	shop_001	正品	2972	2025-01-01	month	2025-01-01
prod_1062	shop_001	限量	1219	2025-01-01	month	2025-01-01
prod_1062	shop_002	性价比	523	2025-01-01	month	2025-01-01
prod_1062	shop_001	优惠	430	2025-01-01	month	2025-01-01
prod_1176	shop_003	热销	187	2025-01-01	month	2025-01-01
prod_1176	shop_003	正品	2320	2025-01-01	month	2025-01-01
prod_1176	shop_003	网红款	1939	2025-01-01	month	2025-01-01
prod_1433	shop_003	限量	2097	2025-01-01	month	2025-01-01
prod_1433	shop_001	网红款	556	2025-01-01	month	2025-01-01
prod_1433	shop_002	新款	1572	2025-01-01	month	2025-01-01
prod_1152	shop_001	网红款	240	2025-01-01	month	2025-01-01
prod_1152	shop_001	限量	1776	2025-01-01	month	2025-01-01
prod_1152	shop_003	性价比	478	2025-01-01	month	2025-01-01
prod_1241	shop_002	网红款	1891	2025-01-01	7days	2025-01-01
prod_1241	shop_001	性价比	2961	2025-01-01	7days	2025-01-01
prod_1241	shop_002	热销	125	2025-01-01	7days	2025-01-01
prod_1422	shop_003	性价比	189	2025-01-01	7days	2025-01-01
prod_1422	shop_002	网红款	1847	2025-01-01	7days	2025-01-01
prod_1422	shop_002	轩妈家	113	2025-01-01	7days	2025-01-01
prod_1098	shop_003	限量	501	2025-01-01	7days	2025-01-01
prod_1098	shop_001	热销	718	2025-01-01	7days	2025-01-01
prod_1098	shop_003	轩妈家	389	2025-01-01	7days	2025-01-01
prod_1273	shop_003	性价比	2386	2025-01-01	7days	2025-01-01
prod_1273	shop_003	新款	682	2025-01-01	7days	2025-01-01
prod_1273	shop_003	轩妈家	878	2025-01-01	7days	2025-01-01
prod_1451	shop_003	热销	864	2025-01-01	7days	2025-01-01
prod_1451	shop_003	网红款	1179	2025-01-01	7days	2025-01-01
prod_1451	shop_001	优惠	2997	2025-01-01	7days	2025-01-01
prod_1057	shop_001	新款	860	2025-01-01	7days	2025-01-01
prod_1057	shop_003	优惠	947	2025-01-01	7days	2025-01-01
prod_1057	shop_002	热销	589	2025-01-01	7days	2025-01-01
prod_1067	shop_001	性价比	762	2025-01-01	7days	2025-01-01
prod_1067	shop_001	新款	2778	2025-01-01	7days	2025-01-01
prod_1067	shop_003	轩妈家	2004	2025-01-01	7days	2025-01-01
prod_1486	shop_002	限量	2583	2025-01-01	7days	2025-01-01
prod_1486	shop_003	正品	1977	2025-01-01	7days	2025-01-01
prod_1486	shop_001	新款	2791	2025-01-01	7days	2025-01-01
prod_1275	shop_003	热销	1280	2025-01-01	7days	2025-01-01
prod_1275	shop_003	正品	950	2025-01-01	7days	2025-01-01
prod_1275	shop_001	性价比	630	2025-01-01	7days	2025-01-01
prod_1489	shop_001	优惠	667	2025-01-01	7days	2025-01-01
prod_1489	shop_002	轩妈家	813	2025-01-01	7days	2025-01-01
prod_1489	shop_001	性价比	1521	2025-01-01	7days	2025-01-01
prod_1332	shop_003	正品	186	2025-01-01	7days	2025-01-01
prod_1332	shop_001	限量	744	2025-01-01	7days	2025-01-01
prod_1332	shop_003	新款	1909	2025-01-01	7days	2025-01-01
prod_1379	shop_001	网红款	2177	2025-01-01	7days	2025-01-01
prod_1379	shop_003	轩妈家	1945	2025-01-01	7days	2025-01-01
prod_1379	shop_002	正品	1808	2025-01-01	7days	2025-01-01
prod_1085	shop_003	限量	77	2025-01-01	7days	2025-01-01
prod_1085	shop_003	网红款	134	2025-01-01	7days	2025-01-01
prod_1085	shop_002	热销	442	2025-01-01	7days	2025-01-01
prod_1105	shop_001	优惠	2434	2025-01-01	7days	2025-01-01
prod_1105	shop_001	新款	1894	2025-01-01	7days	2025-01-01
prod_1105	shop_003	限量	1119	2025-01-01	7days	2025-01-01
prod_1013	shop_001	热销	2708	2025-01-01	7days	2025-01-01
prod_1013	shop_002	新款	2601	2025-01-01	7days	2025-01-01
prod_1013	shop_001	轩妈家	1652	2025-01-01	7days	2025-01-01
prod_1227	shop_003	新款	801	2025-01-01	7days	2025-01-01
prod_1227	shop_003	轩妈家	2370	2025-01-01	7days	2025-01-01
prod_1227	shop_001	网红款	1371	2025-01-01	7days	2025-01-01
prod_1335	shop_003	热销	2465	2025-01-01	7days	2025-01-01
prod_1335	shop_001	性价比	844	2025-01-01	7days	2025-01-01
prod_1335	shop_003	新款	334	2025-01-01	7days	2025-01-01
prod_1220	shop_002	正品	2686	2025-01-01	7days	2025-01-01
prod_1220	shop_001	优惠	645	2025-01-01	7days	2025-01-01
prod_1220	shop_001	新款	1071	2025-01-01	7days	2025-01-01
