sku_id	product_id	shop_id	sku_name	color	price	category_id	category_name	create_time	dt
sku_10054	prod_1005	shop_003	食品_商品_10054	黑	297.21	cate_3	食品	2024-12-17 00:00:00	2025-01-01
sku_10055	prod_1005	shop_003	食品_商品_10055	黑	293.55	cate_3	食品	2024-12-13 00:00:00	2025-01-01
sku_10056	prod_1005	shop_003	家居_商品_10056	红	40.23	cate_4	家居	2024-12-17 00:00:00	2025-01-01
sku_10057	prod_1005	shop_003	家居_商品_10057	红	346.43	cate_4	家居	2024-12-03 00:00:00	2025-01-01
sku_10058	prod_1005	shop_003	家居_商品_10058	红	256.34	cate_4	家居	2024-12-30 00:00:00	2025-01-01
sku_10059	prod_1005	shop_003	家居_商品_10059	绿	407.77	cate_4	家居	2024-12-06 00:00:00	2025-01-01
sku_10060	prod_1006	shop_003	家居_商品_10060	红	150.15	cate_4	家居	2024-12-05 00:00:00	2025-01-01
sku_10061	prod_1006	shop_001	服饰_商品_10061	绿	158.66	cate_1	服饰	2024-12-24 00:00:00	2025-01-02
sku_10062	prod_1006	shop_001	服饰_商品_10062	黑	408.73	cate_1	服饰	2024-12-22 00:00:00	2025-01-02
sku_10063	prod_1006	shop_001	服饰_商品_10063	黑	326.69	cate_1	服饰	2024-12-15 00:00:00	2025-01-02
sku_10064	prod_1006	shop_001	服饰_商品_10064	白	81.33	cate_1	服饰	2024-12-22 00:00:00	2025-01-02
sku_10065	prod_1006	shop_001	服饰_商品_10065	红	357.19	cate_1	服饰	2024-12-05 00:00:00	2025-01-02
sku_10066	prod_1006	shop_001	电子产品_商品_10066	蓝	420.29	cate_2	电子产品	2024-12-17 00:00:00	2025-01-02
sku_10067	prod_1006	shop_001	电子产品_商品_10067	白	136.8	cate_2	电子产品	2024-12-18 00:00:00	2025-01-02
sku_10068	prod_1006	shop_001	电子产品_商品_10068	蓝	396.92	cate_2	电子产品	2024-12-13 00:00:00	2025-01-02
sku_10069	prod_1006	shop_001	电子产品_商品_10069	黑	458.36	cate_2	电子产品	2024-12-09 00:00:00	2025-01-02
sku_10070	prod_1007	shop_001	电子产品_商品_10070	白	345.96	cate_2	电子产品	2025-01-01 00:00:00	2025-01-02
sku_10071	prod_1007	shop_001	食品_商品_10071	蓝	31.71	cate_3	食品	2024-12-06 00:00:00	2025-01-02
sku_10072	prod_1007	shop_001	食品_商品_10072	白	62.74	cate_3	食品	2024-12-20 00:00:00	2025-01-02
sku_10073	prod_1007	shop_001	食品_商品_10073	红	403.03	cate_3	食品	2024-12-14 00:00:00	2025-01-02
sku_10074	prod_1007	shop_001	食品_商品_10074	绿	132.16	cate_3	食品	2024-12-07 00:00:00	2025-01-02
sku_10075	prod_1007	shop_001	食品_商品_10075	绿	132.29	cate_3	食品	2024-12-05 00:00:00	2025-01-02
sku_10076	prod_1007	shop_001	家居_商品_10076	白	204.86	cate_4	家居	2024-12-20 00:00:00	2025-01-02
sku_10077	prod_1007	shop_001	家居_商品_10077	绿	266.84	cate_4	家居	2024-12-26 00:00:00	2025-01-02
sku_10078	prod_1007	shop_001	家居_商品_10078	绿	130.57	cate_4	家居	2025-01-01 00:00:00	2025-01-02
sku_10079	prod_1007	shop_001	家居_商品_10079	红	14.89	cate_4	家居	2024-12-09 00:00:00	2025-01-02
sku_10080	prod_1008	shop_001	家居_商品_10080	黑	114.49	cate_4	家居	2024-12-13 00:00:00	2025-01-02
sku_10081	prod_1008	shop_002	服饰_商品_10081	黑	412.52	cate_1	服饰	2024-12-18 00:00:00	2025-01-02
sku_10082	prod_1008	shop_002	服饰_商品_10082	红	474.75	cate_1	服饰	2025-01-01 00:00:00	2025-01-02
sku_10083	prod_1008	shop_002	服饰_商品_10083	黑	302.46	cate_1	服饰	2024-12-13 00:00:00	2025-01-02
sku_10084	prod_1008	shop_002	服饰_商品_10084	红	287.15	cate_1	服饰	2024-12-12 00:00:00	2025-01-02
sku_10085	prod_1008	shop_002	服饰_商品_10085	白	181.54	cate_1	服饰	2024-12-30 00:00:00	2025-01-02
sku_10086	prod_1008	shop_002	电子产品_商品_10086	绿	367.65	cate_2	电子产品	2024-12-28 00:00:00	2025-01-02
sku_10087	prod_1008	shop_002	电子产品_商品_10087	绿	472.64	cate_2	电子产品	2024-12-14 00:00:00	2025-01-02
sku_10088	prod_1008	shop_002	电子产品_商品_10088	绿	145.53	cate_2	电子产品	2024-12-10 00:00:00	2025-01-02
sku_10089	prod_1008	shop_002	电子产品_商品_10089	绿	85.22	cate_2	电子产品	2024-12-18 00:00:00	2025-01-02
sku_10090	prod_1009	shop_002	电子产品_商品_10090	黑	159.13	cate_2	电子产品	2024-12-13 00:00:00	2025-01-02
sku_10091	prod_1009	shop_002	食品_商品_10091	黑	232.92	cate_3	食品	2024-12-18 00:00:00	2025-01-02
sku_10092	prod_1009	shop_002	食品_商品_10092	绿	198.52	cate_3	食品	2024-12-08 00:00:00	2025-01-02
sku_10093	prod_1009	shop_002	食品_商品_10093	黑	77.32	cate_3	食品	2024-12-15 00:00:00	2025-01-02
sku_10094	prod_1009	shop_002	食品_商品_10094	黑	79.27	cate_3	食品	2024-12-22 00:00:00	2025-01-02
sku_10095	prod_1009	shop_002	食品_商品_10095	黑	271.76	cate_3	食品	2024-12-07 00:00:00	2025-01-02
sku_10096	prod_1009	shop_002	家居_商品_10096	黑	447.38	cate_4	家居	2024-12-11 00:00:00	2025-01-02
sku_10097	prod_1009	shop_002	家居_商品_10097	黑	197.91	cate_4	家居	2024-12-27 00:00:00	2025-01-02
sku_10098	prod_1009	shop_002	家居_商品_10098	红	82.5	cate_4	家居	2024-12-20 00:00:00	2025-01-02
sku_10099	prod_1009	shop_002	家居_商品_10099	黑	358.05	cate_4	家居	2024-12-11 00:00:00	2025-01-02
sku_10100	prod_1010	shop_002	家居_商品_10100	蓝	121.89	cate_4	家居	2024-12-14 00:00:00	2025-01-02
sku_10101	prod_1010	shop_003	服饰_商品_10101	蓝	485.08	cate_1	服饰	2024-12-31 00:00:00	2025-01-02
sku_10102	prod_1010	shop_003	服饰_商品_10102	蓝	462.27	cate_1	服饰	2024-12-16 00:00:00	2025-01-02
sku_10103	prod_1010	shop_003	服饰_商品_10103	白	201.42	cate_1	服饰	2024-12-17 00:00:00	2025-01-02
sku_10104	prod_1010	shop_003	服饰_商品_10104	绿	483.99	cate_1	服饰	2024-12-05 00:00:00	2025-01-02
sku_10105	prod_1010	shop_003	服饰_商品_10105	绿	158.17	cate_1	服饰	2024-12-29 00:00:00	2025-01-02
sku_10106	prod_1010	shop_003	电子产品_商品_10106	绿	373.55	cate_2	电子产品	2024-12-06 00:00:00	2025-01-02
sku_10107	prod_1010	shop_003	电子产品_商品_10107	红	170.39	cate_2	电子产品	2024-12-21 00:00:00	2025-01-02
sku_10108	prod_1010	shop_003	电子产品_商品_10108	蓝	211.06	cate_2	电子产品	2024-12-27 00:00:00	2025-01-02
sku_10109	prod_1010	shop_003	电子产品_商品_10109	蓝	116.74	cate_2	电子产品	2024-12-24 00:00:00	2025-01-02
sku_10110	prod_1011	shop_003	电子产品_商品_10110	蓝	391.14	cate_2	电子产品	2024-12-11 00:00:00	2025-01-02
sku_10111	prod_1011	shop_003	食品_商品_10111	绿	109.76	cate_3	食品	2024-12-23 00:00:00	2025-01-02
sku_10112	prod_1011	shop_003	食品_商品_10112	蓝	92.07	cate_3	食品	2024-12-18 00:00:00	2025-01-02
sku_10113	prod_1011	shop_003	食品_商品_10113	绿	418.24	cate_3	食品	2024-12-20 00:00:00	2025-01-02
sku_10114	prod_1011	shop_003	食品_商品_10114	红	149.45	cate_3	食品	2024-12-28 00:00:00	2025-01-02
sku_10115	prod_1011	shop_003	食品_商品_10115	蓝	141.79	cate_3	食品	2024-12-26 00:00:00	2025-01-02
sku_10116	prod_1011	shop_003	家居_商品_10116	白	99.03	cate_4	家居	2024-12-25 00:00:00	2025-01-02
sku_10117	prod_1011	shop_003	家居_商品_10117	红	452.94	cate_4	家居	2024-12-07 00:00:00	2025-01-02
sku_10118	prod_1011	shop_003	家居_商品_10118	黑	42.94	cate_4	家居	2024-12-04 00:00:00	2025-01-02
sku_10119	prod_1011	shop_003	家居_商品_10119	黑	303.15	cate_4	家居	2024-12-07 00:00:00	2025-01-02
sku_10120	prod_1012	shop_003	家居_商品_10120	白	294.5	cate_4	家居	2024-12-20 00:00:00	2025-01-02
sku_10121	prod_1012	shop_001	服饰_商品_10121	黑	452.01	cate_1	服饰	2024-12-31 00:00:00	2025-01-03
sku_10122	prod_1012	shop_001	服饰_商品_10122	蓝	455.32	cate_1	服饰	2024-12-12 00:00:00	2025-01-03
sku_10123	prod_1012	shop_001	服饰_商品_10123	红	351.12	cate_1	服饰	2024-12-12 00:00:00	2025-01-03
sku_10124	prod_1012	shop_001	服饰_商品_10124	白	492.62	cate_1	服饰	2024-12-04 00:00:00	2025-01-03
sku_10125	prod_1012	shop_001	服饰_商品_10125	白	485.24	cate_1	服饰	2024-12-14 00:00:00	2025-01-03
sku_10126	prod_1012	shop_001	电子产品_商品_10126	红	468.07	cate_2	电子产品	2024-12-15 00:00:00	2025-01-03
sku_10127	prod_1012	shop_001	电子产品_商品_10127	白	269.52	cate_2	电子产品	2024-12-16 00:00:00	2025-01-03
sku_10128	prod_1012	shop_001	电子产品_商品_10128	白	469.56	cate_2	电子产品	2024-12-16 00:00:00	2025-01-03
sku_10129	prod_1012	shop_001	电子产品_商品_10129	黑	149.57	cate_2	电子产品	2024-12-30 00:00:00	2025-01-03
sku_10130	prod_1013	shop_001	电子产品_商品_10130	白	307.49	cate_2	电子产品	2025-01-01 00:00:00	2025-01-03
sku_10131	prod_1013	shop_001	食品_商品_10131	白	468.75	cate_3	食品	2024-12-18 00:00:00	2025-01-03
sku_10132	prod_1013	shop_001	食品_商品_10132	绿	60.01	cate_3	食品	2024-12-18 00:00:00	2025-01-03
sku_10133	prod_1013	shop_001	食品_商品_10133	红	106.86	cate_3	食品	2024-12-19 00:00:00	2025-01-03
sku_10134	prod_1013	shop_001	食品_商品_10134	绿	103.34	cate_3	食品	2024-12-17 00:00:00	2025-01-03
sku_10135	prod_1013	shop_001	食品_商品_10135	绿	365.81	cate_3	食品	2024-12-04 00:00:00	2025-01-03
sku_10136	prod_1013	shop_001	家居_商品_10136	白	267.57	cate_4	家居	2024-12-18 00:00:00	2025-01-03
sku_10137	prod_1013	shop_001	家居_商品_10137	白	268.34	cate_4	家居	2024-12-26 00:00:00	2025-01-03
sku_10138	prod_1013	shop_001	家居_商品_10138	蓝	165.06	cate_4	家居	2024-12-17 00:00:00	2025-01-03
sku_10139	prod_1013	shop_001	家居_商品_10139	红	13.51	cate_4	家居	2024-12-15 00:00:00	2025-01-03
sku_10140	prod_1014	shop_001	家居_商品_10140	蓝	364.06	cate_4	家居	2024-12-31 00:00:00	2025-01-03
sku_10141	prod_1014	shop_002	服饰_商品_10141	蓝	39.51	cate_1	服饰	2024-12-18 00:00:00	2025-01-03
sku_10142	prod_1014	shop_002	服饰_商品_10142	红	366.0	cate_1	服饰	2024-12-23 00:00:00	2025-01-03
sku_10143	prod_1014	shop_002	服饰_商品_10143	黑	13.08	cate_1	服饰	2024-12-04 00:00:00	2025-01-03
sku_10144	prod_1014	shop_002	服饰_商品_10144	黑	309.26	cate_1	服饰	2024-12-14 00:00:00	2025-01-03
sku_10145	prod_1014	shop_002	服饰_商品_10145	蓝	286.28	cate_1	服饰	2024-12-12 00:00:00	2025-01-03
sku_10146	prod_1014	shop_002	电子产品_商品_10146	绿	482.62	cate_2	电子产品	2024-12-08 00:00:00	2025-01-03
sku_10147	prod_1014	shop_002	电子产品_商品_10147	蓝	377.31	cate_2	电子产品	2024-12-28 00:00:00	2025-01-03
sku_10148	prod_1014	shop_002	电子产品_商品_10148	绿	400.4	cate_2	电子产品	2024-12-24 00:00:00	2025-01-03
sku_10149	prod_1014	shop_002	电子产品_商品_10149	黑	71.5	cate_2	电子产品	2024-12-28 00:00:00	2025-01-03
sku_10150	prod_1015	shop_002	电子产品_商品_10150	蓝	271.85	cate_2	电子产品	2024-12-24 00:00:00	2025-01-03
sku_10151	prod_1015	shop_002	食品_商品_10151	蓝	185.85	cate_3	食品	2024-12-07 00:00:00	2025-01-03
sku_10152	prod_1015	shop_002	食品_商品_10152	黑	384.93	cate_3	食品	2024-12-27 00:00:00	2025-01-03
sku_10153	prod_1015	shop_002	食品_商品_10153	黑	65.44	cate_3	食品	2024-12-04 00:00:00	2025-01-03
sku_10154	prod_1015	shop_002	食品_商品_10154	黑	296.67	cate_3	食品	2024-12-21 00:00:00	2025-01-03
sku_10155	prod_1015	shop_002	食品_商品_10155	黑	212.56	cate_3	食品	2024-12-18 00:00:00	2025-01-03
sku_10156	prod_1015	shop_002	家居_商品_10156	黑	240.67	cate_4	家居	2024-12-16 00:00:00	2025-01-03
sku_10157	prod_1015	shop_002	家居_商品_10157	红	401.0	cate_4	家居	2024-12-08 00:00:00	2025-01-03
sku_10158	prod_1015	shop_002	家居_商品_10158	白	206.39	cate_4	家居	2025-01-02 00:00:00	2025-01-03
sku_10159	prod_1015	shop_002	家居_商品_10159	白	278.08	cate_4	家居	2024-12-29 00:00:00	2025-01-03
sku_10160	prod_1016	shop_002	家居_商品_10160	蓝	225.83	cate_4	家居	2024-12-07 00:00:00	2025-01-03
sku_10161	prod_1016	shop_003	服饰_商品_10161	黑	104.91	cate_1	服饰	2024-12-28 00:00:00	2025-01-03
sku_10162	prod_1016	shop_003	服饰_商品_10162	绿	403.46	cate_1	服饰	2024-12-04 00:00:00	2025-01-03
sku_10163	prod_1016	shop_003	服饰_商品_10163	红	376.58	cate_1	服饰	2024-12-18 00:00:00	2025-01-03
sku_10164	prod_1016	shop_003	服饰_商品_10164	红	32.5	cate_1	服饰	2024-12-21 00:00:00	2025-01-03
sku_10165	prod_1016	shop_003	服饰_商品_10165	红	330.23	cate_1	服饰	2024-12-07 00:00:00	2025-01-03
sku_10166	prod_1016	shop_003	电子产品_商品_10166	绿	242.62	cate_2	电子产品	2024-12-17 00:00:00	2025-01-03
sku_10167	prod_1016	shop_003	电子产品_商品_10167	绿	376.84	cate_2	电子产品	2024-12-30 00:00:00	2025-01-03
sku_10168	prod_1016	shop_003	电子产品_商品_10168	蓝	263.28	cate_2	电子产品	2024-12-06 00:00:00	2025-01-03
sku_10169	prod_1016	shop_003	电子产品_商品_10169	蓝	391.49	cate_2	电子产品	2024-12-25 00:00:00	2025-01-03
sku_10170	prod_1017	shop_003	电子产品_商品_10170	黑	155.91	cate_2	电子产品	2024-12-05 00:00:00	2025-01-03
sku_10171	prod_1017	shop_003	食品_商品_10171	黑	475.37	cate_3	食品	2025-01-02 00:00:00	2025-01-03
sku_10172	prod_1017	shop_003	食品_商品_10172	绿	384.63	cate_3	食品	2024-12-23 00:00:00	2025-01-03
sku_10173	prod_1017	shop_003	食品_商品_10173	黑	66.48	cate_3	食品	2024-12-15 00:00:00	2025-01-03
sku_10174	prod_1017	shop_003	食品_商品_10174	蓝	181.53	cate_3	食品	2024-12-13 00:00:00	2025-01-03
sku_10175	prod_1017	shop_003	食品_商品_10175	红	144.82	cate_3	食品	2024-12-09 00:00:00	2025-01-03
sku_10176	prod_1017	shop_003	家居_商品_10176	蓝	171.76	cate_4	家居	2024-12-04 00:00:00	2025-01-03
sku_10177	prod_1017	shop_003	家居_商品_10177	白	86.89	cate_4	家居	2024-12-29 00:00:00	2025-01-03
sku_10178	prod_1017	shop_003	家居_商品_10178	蓝	84.14	cate_4	家居	2024-12-27 00:00:00	2025-01-03
sku_10179	prod_1017	shop_003	家居_商品_10179	红	116.93	cate_4	家居	2024-12-21 00:00:00	2025-01-03
sku_10180	prod_1018	shop_003	家居_商品_10180	红	290.04	cate_4	家居	2024-12-14 00:00:00	2025-01-03
sku_10181	prod_1018	shop_001	服饰_商品_10181	绿	21.29	cate_1	服饰	2024-12-18 00:00:00	2025-01-04
sku_10182	prod_1018	shop_001	服饰_商品_10182	红	72.42	cate_1	服饰	2024-12-20 00:00:00	2025-01-04
sku_10183	prod_1018	shop_001	服饰_商品_10183	红	99.42	cate_1	服饰	2025-01-02 00:00:00	2025-01-04
sku_10184	prod_1018	shop_001	服饰_商品_10184	蓝	51.65	cate_1	服饰	2024-12-12 00:00:00	2025-01-04
sku_10185	prod_1018	shop_001	服饰_商品_10185	白	459.27	cate_1	服饰	2024-12-20 00:00:00	2025-01-04
sku_10186	prod_1018	shop_001	电子产品_商品_10186	红	73.42	cate_2	电子产品	2024-12-14 00:00:00	2025-01-04
sku_10187	prod_1018	shop_001	电子产品_商品_10187	黑	470.63	cate_2	电子产品	2024-12-13 00:00:00	2025-01-04
sku_10188	prod_1018	shop_001	电子产品_商品_10188	黑	106.75	cate_2	电子产品	2024-12-25 00:00:00	2025-01-04
sku_10189	prod_1018	shop_001	电子产品_商品_10189	蓝	113.64	cate_2	电子产品	2024-12-10 00:00:00	2025-01-04
sku_10190	prod_1019	shop_001	电子产品_商品_10190	白	46.27	cate_2	电子产品	2025-01-03 00:00:00	2025-01-04
sku_10191	prod_1019	shop_001	食品_商品_10191	白	101.55	cate_3	食品	2024-12-15 00:00:00	2025-01-04
sku_10192	prod_1019	shop_001	食品_商品_10192	蓝	288.39	cate_3	食品	2025-01-02 00:00:00	2025-01-04
sku_10193	prod_1019	shop_001	食品_商品_10193	白	323.77	cate_3	食品	2024-12-08 00:00:00	2025-01-04
sku_10194	prod_1019	shop_001	食品_商品_10194	绿	333.83	cate_3	食品	2024-12-19 00:00:00	2025-01-04
sku_10195	prod_1019	shop_001	食品_商品_10195	白	374.11	cate_3	食品	2024-12-12 00:00:00	2025-01-04
sku_10196	prod_1019	shop_001	家居_商品_10196	红	145.42	cate_4	家居	2025-01-01 00:00:00	2025-01-04
sku_10197	prod_1019	shop_001	家居_商品_10197	白	314.96	cate_4	家居	2024-12-20 00:00:00	2025-01-04
sku_10198	prod_1019	shop_001	家居_商品_10198	蓝	50.81	cate_4	家居	2024-12-19 00:00:00	2025-01-04
sku_10199	prod_1019	shop_001	家居_商品_10199	红	306.84	cate_4	家居	2024-12-25 00:00:00	2025-01-04
sku_10200	prod_1020	shop_001	家居_商品_10200	黑	22.39	cate_4	家居	2024-12-28 00:00:00	2025-01-04
sku_10201	prod_1020	shop_002	服饰_商品_10201	白	264.59	cate_1	服饰	2024-12-13 00:00:00	2025-01-04
sku_10202	prod_1020	shop_002	服饰_商品_10202	红	235.3	cate_1	服饰	2024-12-31 00:00:00	2025-01-04
sku_10203	prod_1020	shop_002	服饰_商品_10203	红	276.47	cate_1	服饰	2024-12-13 00:00:00	2025-01-04
sku_10204	prod_1020	shop_002	服饰_商品_10204	绿	281.61	cate_1	服饰	2025-01-03 00:00:00	2025-01-04
sku_10205	prod_1020	shop_002	服饰_商品_10205	绿	260.85	cate_1	服饰	2024-12-16 00:00:00	2025-01-04
sku_10206	prod_1020	shop_002	电子产品_商品_10206	蓝	64.13	cate_2	电子产品	2024-12-20 00:00:00	2025-01-04
sku_10207	prod_1020	shop_002	电子产品_商品_10207	白	143.32	cate_2	电子产品	2024-12-26 00:00:00	2025-01-04
sku_10208	prod_1020	shop_002	电子产品_商品_10208	绿	386.91	cate_2	电子产品	2024-12-14 00:00:00	2025-01-04
sku_10209	prod_1020	shop_002	电子产品_商品_10209	黑	269.93	cate_2	电子产品	2024-12-30 00:00:00	2025-01-04
sku_10210	prod_1021	shop_002	电子产品_商品_10210	蓝	50.72	cate_2	电子产品	2024-12-06 00:00:00	2025-01-04
sku_10211	prod_1021	shop_002	食品_商品_10211	绿	221.93	cate_3	食品	2024-12-09 00:00:00	2025-01-04
sku_10212	prod_1021	shop_002	食品_商品_10212	红	191.02	cate_3	食品	2024-12-08 00:00:00	2025-01-04
sku_10213	prod_1021	shop_002	食品_商品_10213	绿	188.38	cate_3	食品	2024-12-06 00:00:00	2025-01-04
sku_10214	prod_1021	shop_002	食品_商品_10214	红	301.89	cate_3	食品	2024-12-13 00:00:00	2025-01-04
sku_10215	prod_1021	shop_002	食品_商品_10215	白	294.57	cate_3	食品	2024-12-20 00:00:00	2025-01-04
sku_10216	prod_1021	shop_002	家居_商品_10216	绿	231.51	cate_4	家居	2024-12-13 00:00:00	2025-01-04
sku_10217	prod_1021	shop_002	家居_商品_10217	白	40.48	cate_4	家居	2024-12-17 00:00:00	2025-01-04
sku_10218	prod_1021	shop_002	家居_商品_10218	红	165.19	cate_4	家居	2024-12-11 00:00:00	2025-01-04
sku_10219	prod_1021	shop_002	家居_商品_10219	白	165.23	cate_4	家居	2024-12-20 00:00:00	2025-01-04
sku_10220	prod_1022	shop_002	家居_商品_10220	蓝	130.7	cate_4	家居	2024-12-20 00:00:00	2025-01-04
sku_10221	prod_1022	shop_003	服饰_商品_10221	绿	316.29	cate_1	服饰	2024-12-19 00:00:00	2025-01-04
sku_10222	prod_1022	shop_003	服饰_商品_10222	蓝	379.73	cate_1	服饰	2024-12-27 00:00:00	2025-01-04
sku_10223	prod_1022	shop_003	服饰_商品_10223	红	322.33	cate_1	服饰	2025-01-03 00:00:00	2025-01-04
